Gtm,Date,Home,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,Thr,OppStart,pH,pR,pER,pUER,pBB,pSO,pHR,pHBP,pERA,pPit,pStr,pIR,pIS,pSB,pCS,pAB,p2B,p3B,pIBB,pSH,pSF,pROE,pGDP,TmStart
14,2024-04-12,True,BOS,LAA,0,30,28,0,3,1,0,0,0,2,0,10,0,0,0,0,2,0,0,0.225,0.299,0.367,0.666,3,L,R.Detmers,12,7,4,3,0,6,1,1,2.47,140,96,0.0,0.0,0,0,40,2,0,0,0,0,0,0,T.Houck
15,2024-04-13,True,BOS,LAA,1,36,32,7,11,2,0,1,7,3,0,11,0,0,1,0,0,2,2,0.233,0.305,0.376,0.68,5,R,G.Canning,8,2,2,0,2,10,1,0,2.44,159,105,0.0,0.0,0,0,34,0,0,0,0,0,0,1,C.Criswell
16,2024-04-14,True,BOS,LAA,1,37,29,5,7,1,0,3,5,8,1,9,0,0,0,0,0,0,2,0.233,0.311,0.387,0.698,8,L,T.Anderson,9,4,4,0,3,11,1,2,2.54,166,108,2.0,0.0,1,0,33,0,1,0,0,1,0,2,B.Bello
17,2024-04-15,True,BOS,CLE,0,32,30,0,3,0,0,0,0,2,0,8,0,0,0,0,0,1,0,0.226,0.303,0.372,0.675,5,R,X.Curry,9,6,5,1,1,8,1,0,2.68,159,105,2.0,1.0,1,0,35,2,1,0,1,0,0,0,K.Crawford
18,2024-04-16,True,BOS,CLE,0,48,42,7,11,5,0,3,7,5,0,10,0,0,1,0,0,1,1,0.229,0.305,0.387,0.692,10,R,T.Bibee,14,10,7,3,6,7,1,0,2.89,178,125,0.0,0.0,1,0,44,3,0,3,2,1,0,0,G.Whitlock
19,2024-04-17,True,BOS,CLE,1,29,28,2,5,1,0,1,1,1,0,11,0,0,0,0,0,1,0,0.227,0.301,0.384,0.686,3,R,B.Lively,3,0,0,0,0,9,0,0,2.74,94,69,,,0,0,29,0,0,0,0,0,0,1,T.Houck
20,2024-04-18,True,BOS,CLE,0,38,35,4,6,1,1,0,3,3,0,10,0,0,0,2,0,1,0,0.224,0.298,0.378,0.676,7,R,C.Carrasco,8,5,2,3,2,6,0,1,2.7,145,97,2.0,2.0,1,0,34,2,0,0,0,0,2,1,B.Bernardino
21,2024-04-19,False,BOS,PIT,1,42,38,8,12,4,0,4,8,3,0,5,1,0,0,0,0,1,0,0.229,0.302,0.397,0.699,7,R,Q.Priester,4,1,1,0,2,10,0,0,2.62,127,85,0.0,0.0,0,0,32,1,1,0,0,0,1,0,B.Bello
22,2024-04-20,False,BOS,PIT,1,40,33,4,6,1,1,1,4,7,0,8,0,0,0,1,1,0,0,0.227,0.303,0.395,0.699,9,R,M.Keller,9,2,2,0,3,10,1,0,2.59,153,101,0.0,0.0,1,0,34,1,0,0,0,0,0,2,K.Crawford
23,2024-04-21,False,BOS,PIT,1,45,35,6,8,3,0,0,5,6,0,14,2,1,0,1,0,2,0,0.227,0.307,0.392,0.699,12,L,M.Pérez,7,1,1,0,1,5,0,0,2.52,125,77,0.0,0.0,0,0,31,1,0,0,0,1,0,0,J.Winckowski
24,2024-04-23,False,BOS,CLE,0,31,30,1,6,1,0,1,1,0,0,12,1,0,0,0,1,0,1,0.226,0.304,0.39,0.694,3,R,B.Lively,7,4,4,0,6,6,1,0,2.6,129,83,2.0,1.0,1,0,29,2,0,1,0,1,0,1,T.Houck
25,2024-04-24,False,BOS,CLE,1,44,41,8,16,4,0,3,8,1,0,8,1,0,1,0,1,2,0,0.234,0.309,0.405,0.714,9,R,C.Carrasco,4,0,0,0,0,7,0,1,2.49,130,89,0.0,0.0,1,0,30,1,0,0,0,0,0,1,C.Criswell
26,2024-04-25,False,BOS,CLE,0,39,35,4,10,0,1,0,4,2,0,12,1,0,1,0,1,0,0,0.236,0.31,0.402,0.712,8,R,T.McKenzie,8,6,5,1,6,2,2,1,2.6,134,81,0.0,0.0,4,1,28,1,0,1,0,0,0,1,C.Anderson
27,2024-04-26,True,BOS,CHC,0,36,34,1,7,1,0,1,1,2,0,9,0,0,0,1,1,0,0,0.235,0.308,0.4,0.707,8,L,S.Imanaga,14,7,6,1,1,6,0,0,2.73,141,105,0.0,0.0,1,0,39,3,0,0,1,1,1,0,K.Crawford
28,2024-04-27,True,BOS,CHC,1,49,43,17,21,6,0,2,17,2,0,6,2,1,1,0,0,1,0,0.246,0.317,0.416,0.733,8,R,B.Brown,5,0,0,0,2,7,0,1,2.63,141,90,0.0,0.0,0,0,32,1,0,0,0,0,0,0,J.Winckowski
29,2024-04-28,True,BOS,CHC,1,39,34,5,9,1,1,0,5,5,1,9,0,0,0,1,0,1,0,0.246,0.319,0.414,0.733,10,R,H.Wesneski,7,4,4,0,0,12,1,1,2.68,128,95,2.0,0.0,0,0,34,0,0,0,0,0,0,0,T.Houck
30,2024-04-30,True,BOS,SFG,1,41,32,4,11,1,1,0,4,6,0,11,2,1,0,0,2,3,0,0.25,0.324,0.415,0.739,13,R,L.Webb,4,0,0,0,1,10,0,1,2.59,150,95,1.0,0.0,1,0,30,0,0,0,0,0,1,2,C.Criswell
31,2024-05-01,True,BOS,SFG,1,37,33,6,10,4,1,0,6,4,0,7,0,0,0,0,1,1,0,0.251,0.326,0.417,0.743,7,L,E.Miller,5,2,2,0,2,8,1,0,2.57,115,75,0.0,0.0,0,0,31,1,0,0,0,0,0,1,K.Crawford
32,2024-05-02,True,BOS,SFG,0,35,29,1,4,2,0,0,1,5,0,11,1,0,0,0,2,0,0,0.248,0.325,0.411,0.736,7,L,K.Harrison,6,3,3,0,2,2,1,0,2.58,116,77,2.0,1.0,0,0,31,0,0,0,0,1,0,1,J.Winckowski
33,2024-05-03,False,BOS,MIN,0,33,31,2,4,2,0,0,2,1,0,13,1,0,0,1,0,0,1,0.245,0.321,0.405,0.726,4,R,C.Paddack,8,5,4,1,4,7,0,0,2.63,142,87,2.0,2.0,1,0,32,2,0,0,0,0,0,1,T.Houck
34,2024-05-04,False,BOS,MIN,0,36,33,1,8,1,0,0,1,3,0,12,0,0,0,0,1,1,0,0.245,0.32,0.401,0.722,8,R,P.López,8,3,2,1,1,8,1,1,2.62,127,81,1.0,0.0,2,0,31,1,0,0,0,1,0,0,B.Bernardino
35,2024-05-05,False,BOS,MIN,1,41,37,9,11,5,1,2,9,3,0,8,0,1,0,0,0,1,0,0.246,0.321,0.409,0.73,5,R,J.Ryan,9,2,2,0,3,8,1,0,2.61,151,98,2.0,0.0,0,0,36,2,0,0,0,0,1,1,C.Criswell
36,2024-05-07,False,BOS,ATL,0,42,36,2,8,2,1,0,2,6,1,9,0,0,0,2,1,0,0,0.246,0.322,0.407,0.729,13,R,R.López,7,4,4,0,4,7,1,1,2.65,123,80,1.0,0.0,0,1,29,0,0,0,0,0,0,1,K.Crawford
37,2024-05-08,False,BOS,ATL,0,36,35,0,7,1,0,0,0,1,0,13,0,0,0,1,0,0,0,0.244,0.319,0.402,0.721,9,L,C.Sale,9,5,5,0,2,3,3,0,2.72,119,76,0.0,0.0,0,0,32,1,0,0,0,0,0,1,N.Pivetta
38,2024-05-10,True,BOS,WSN,0,39,34,1,9,3,0,0,1,5,0,9,0,0,0,0,1,0,0,0.245,0.32,0.401,0.721,11,L,P.Corbin,8,5,5,0,2,8,0,1,2.78,125,86,0.0,0.0,4,0,34,2,0,0,0,0,0,0,T.Houck
39,2024-05-11,True,BOS,WSN,1,32,31,4,6,2,0,1,4,1,1,7,0,0,0,1,0,1,0,0.244,0.318,0.4,0.718,4,R,J.Irvin,4,2,2,0,2,12,2,1,2.76,133,86,0.0,0.0,0,1,29,0,0,0,0,0,1,2,C.Criswell
40,2024-05-12,True,BOS,WSN,1,34,32,3,7,3,0,0,2,2,0,11,0,0,0,1,0,1,0,0.243,0.317,0.398,0.714,7,L,M.Gore,5,2,2,0,4,3,1,1,2.75,121,69,0.0,0.0,2,2,28,0,0,0,0,0,1,0,B.Bello
41,2024-05-13,True,BOS,TBR,0,35,34,3,8,2,0,1,3,1,0,8,0,0,0,0,0,1,1,0.243,0.316,0.397,0.713,5,R,Z.Eflin,10,5,5,0,2,9,0,0,2.8,152,107,0.0,0.0,2,1,35,4,1,0,0,1,0,0,K.Crawford
42,2024-05-14,True,BOS,TBR,1,42,37,5,7,1,0,1,5,2,1,14,2,1,0,0,1,0,0,0.242,0.314,0.395,0.709,7,R,A.Civale,8,4,3,1,2,15,2,0,2.78,165,117,0.0,0.0,0,2,43,1,0,1,0,0,1,0,N.Pivetta
43,2024-05-15,True,BOS,TBR,0,36,33,3,8,2,0,2,3,1,0,12,1,0,1,0,1,0,0,0.242,0.314,0.397,0.71,6,R,T.Bradley,7,4,1,3,3,12,0,1,2.74,157,108,2.0,2.0,0,1,34,0,0,0,0,0,1,1,T.Houck
44,2024-05-16,True,BOS,TBR,0,41,37,5,9,3,0,2,5,3,0,7,1,0,0,0,0,0,0,0.242,0.314,0.399,0.712,9,R,Z.Littell,8,7,5,2,7,11,1,1,2.79,196,119,1.0,0.0,0,1,34,1,0,0,0,1,1,0,C.Criswell
45,2024-05-17,False,BOS,STL,0,41,37,6,12,3,1,1,6,4,0,4,0,0,0,0,2,1,0,0.244,0.315,0.402,0.718,8,R,K.Gibson,14,10,10,0,3,6,4,0,2.96,187,115,1.0,0.0,0,0,38,2,0,0,0,0,1,1,B.Bello
46,2024-05-18,False,BOS,STL,0,33,32,2,6,2,0,1,2,1,0,7,0,0,0,1,1,1,0,0.243,0.314,0.401,0.715,4,R,M.Mikolas,14,7,6,1,3,7,1,0,3.03,164,111,6.0,2.0,0,1,35,0,0,0,0,1,0,0,K.Crawford
47,2024-05-19,False,BOS,STL,1,44,40,11,14,3,1,3,11,4,0,10,0,0,0,0,1,1,0,0.245,0.316,0.408,0.724,6,L,M.Liberatore,6,3,3,0,0,15,1,0,3.03,131,94,0.0,0.0,0,0,33,1,0,0,0,0,0,0,N.Pivetta
48,2024-05-20,False,BOS,TBR,1,34,34,5,7,1,1,2,5,0,0,10,0,0,0,0,0,1,0,0.244,0.314,0.41,0.724,2,R,T.Bradley,3,0,0,0,1,8,0,0,2.97,116,84,0.0,0.0,0,0,27,0,0,0,0,0,0,2,T.Houck
49,2024-05-21,False,BOS,TBR,1,36,33,5,7,0,0,2,4,3,1,10,0,0,0,0,0,4,0,0.244,0.313,0.409,0.723,4,R,Z.Littell,7,2,2,0,1,10,0,0,2.95,124,88,1.0,0.0,0,0,33,2,0,0,0,0,0,1,C.Criswell
50,2024-05-22,False,BOS,TBR,1,40,35,8,8,1,0,1,8,4,0,8,1,0,0,1,1,0,0,0.243,0.313,0.408,0.721,5,R,R.Pepiot,8,5,5,0,6,8,1,0,2.99,154,94,2.0,1.0,1,0,34,1,0,0,0,0,0,1,B.Bello
51,2024-05-24,True,BOS,MIL,0,37,35,2,9,2,0,1,2,2,0,10,0,0,0,0,1,0,0,0.244,0.313,0.408,0.721,8,L,J.Koenig,11,7,7,0,5,6,1,0,3.07,167,105,1.0,0.0,2,0,36,4,0,1,0,2,1,1,K.Crawford
52,2024-05-25,True,BOS,MIL,0,36,32,3,5,2,0,0,3,4,0,7,0,0,0,0,0,0,0,0.242,0.312,0.404,0.716,6,L,J.Koenig,11,6,6,0,4,8,1,0,3.13,155,99,1.0,0.0,2,0,37,4,0,0,0,0,0,1,N.Pivetta
53,2024-05-26,True,BOS,MIL,1,32,30,2,9,1,1,0,2,1,1,9,0,0,1,0,1,3,1,0.243,0.312,0.404,0.716,6,R,T.Myers,8,1,1,0,1,12,0,0,3.09,121,85,0.0,0.0,1,0,34,1,0,0,1,0,0,0,T.Houck
54,2024-05-27,False,BOS,BAL,0,42,35,3,8,0,1,0,3,7,0,10,0,0,0,0,0,0,0,0.243,0.313,0.402,0.715,12,L,C.Irvin,14,11,11,0,2,4,0,0,3.24,134,87,0.0,0.0,0,0,36,6,1,0,0,2,0,0,C.Criswell
55,2024-05-28,False,BOS,BAL,1,40,35,8,11,2,1,2,8,2,0,11,1,1,1,0,0,1,1,0.244,0.314,0.406,0.72,5,R,G.Rodriguez,8,3,3,0,3,13,0,2,3.24,157,108,2.0,0.0,0,0,35,1,0,0,0,0,0,0,B.Bello
56,2024-05-29,False,BOS,BAL,0,36,33,1,6,0,0,0,1,3,0,6,0,0,0,0,0,1,1,0.243,0.313,0.402,0.715,8,R,C.Burnes,6,6,6,0,2,7,2,2,3.29,124,81,0.0,0.0,0,1,29,0,0,0,0,0,0,0,K.Crawford
57,2024-05-30,True,BOS,DET,0,31,30,0,2,0,0,0,0,1,0,12,0,0,0,1,0,0,0,0.24,0.31,0.397,0.706,4,R,J.Flaherty,8,5,5,0,2,14,3,0,3.32,144,102,2.0,0.0,0,0,35,1,1,1,0,0,1,1,N.Pivetta
58,2024-05-31,True,BOS,DET,1,37,34,7,12,4,0,2,7,2,0,8,1,0,0,0,1,1,1,0.242,0.311,0.401,0.712,6,R,K.Maeda,7,3,3,0,2,8,1,0,3.32,133,93,0.0,0.0,1,0,36,2,0,0,0,0,1,0,T.Houck
59,2024-06-01,True,BOS,DET,1,36,33,6,10,2,0,2,6,2,0,10,0,0,1,0,0,2,0,0.243,0.311,0.403,0.715,6,R,R.Olson,7,3,3,0,1,9,1,0,3.31,139,91,1.0,0.0,0,0,32,3,0,0,0,0,0,1,C.Criswell
60,2024-06-02,True,BOS,DET,0,42,36,4,8,1,1,1,4,6,0,7,0,0,0,0,0,0,2,0.243,0.312,0.403,0.715,9,R,C.Mize,14,8,7,1,3,8,0,0,3.37,157,104,2.0,2.0,2,0,42,4,0,0,0,1,0,1,B.Bello
61,2024-06-04,True,BOS,ATL,0,35,31,3,5,0,0,1,3,1,0,14,2,0,0,1,1,0,1,0.242,0.311,0.401,0.712,5,L,M.Fried,8,8,6,2,2,6,2,1,3.41,134,90,0.0,0.0,0,1,34,2,0,0,0,0,2,2,K.Crawford
62,2024-06-05,True,BOS,ATL,1,40,36,9,13,4,1,3,9,3,1,8,0,0,1,0,0,0,0,0.244,0.312,0.407,0.72,7,R,S.Schwellenbach,1,0,0,0,2,11,0,0,3.35,116,79,0.0,0.0,0,0,28,0,0,0,0,0,1,1,N.Pivetta
63,2024-06-06,False,BOS,CHW,1,56,49,14,24,3,0,3,14,5,0,5,1,0,1,0,1,0,0,0.249,0.318,0.415,0.732,15,R,J.Woodford,4,2,2,0,1,12,1,1,3.33,124,89,0.0,0.0,0,0,31,1,0,0,0,0,0,0,T.Houck
64,2024-06-07,False,BOS,CHW,0,37,34,2,6,0,0,0,0,2,0,14,1,0,0,2,0,3,0,0.248,0.316,0.411,0.728,8,L,G.Crochet,8,7,6,1,2,5,3,1,3.38,144,89,1.0,0.0,0,0,31,1,0,0,0,0,0,0,C.Criswell
65,2024-06-08,False,BOS,CHW,0,37,30,1,5,0,0,1,1,6,0,13,1,0,0,0,1,3,0,0.247,0.316,0.409,0.726,9,R,N.Nastrini,10,6,6,0,4,3,2,0,3.43,141,87,3.0,0.0,1,0,33,1,0,0,0,0,0,1,B.Bello
66,2024-06-09,False,BOS,CHW,1,42,36,6,8,1,1,1,5,3,0,9,1,0,2,1,1,3,0,0.247,0.316,0.409,0.725,7,R,C.Flexen,8,4,3,1,4,17,1,0,3.42,176,124,2.0,0.0,2,0,38,3,0,2,1,0,0,0,Z.Kelly
67,2024-06-11,True,BOS,PHI,0,31,29,1,4,1,0,0,1,1,0,8,0,0,1,0,0,0,1,0.245,0.314,0.406,0.72,3,R,Z.Wheeler,7,4,2,2,2,10,2,0,3.39,132,96,0.0,0.0,1,0,34,1,0,0,0,0,1,1,K.Crawford
68,2024-06-12,True,BOS,PHI,1,40,31,8,13,2,1,1,7,6,0,6,1,0,2,0,0,0,0,0.248,0.317,0.409,0.726,8,L,C.Sánchez,9,6,6,0,7,8,0,0,3.43,166,109,1.0,1.0,0,0,35,4,1,0,0,1,0,0,N.Pivetta
69,2024-06-13,True,BOS,PHI,1,41,36,9,14,7,0,1,9,3,0,12,2,0,0,0,1,1,0,0.25,0.319,0.413,0.732,8,R,A.Nola,10,3,3,0,1,8,0,1,3.43,140,97,0.0,0.0,0,0,36,1,0,0,0,0,0,1,T.Houck
70,2024-06-14,True,BOS,NYY,0,39,32,1,5,1,0,0,1,7,0,14,0,0,0,0,0,0,0,0.249,0.319,0.41,0.729,11,R,L.Gil,10,8,7,1,4,11,2,0,3.48,171,109,2.0,1.0,2,0,37,3,0,0,0,0,1,1,B.Bello
71,2024-06-15,True,BOS,NYY,1,40,35,8,12,6,0,0,7,5,0,11,0,0,0,0,1,1,0,0.25,0.321,0.412,0.732,8,L,C.Rodón,6,4,4,0,6,10,1,0,3.48,176,114,3.0,0.0,0,0,34,0,0,0,0,0,1,0,C.Criswell
72,2024-06-16,True,BOS,NYY,1,42,34,9,14,0,1,0,8,6,0,5,1,0,1,0,1,9,1,0.252,0.323,0.412,0.736,9,R,M.Stroman,6,3,3,0,2,14,2,0,3.48,141,95,3.0,0.0,0,0,33,0,0,0,0,0,1,1,K.Crawford
73,2024-06-17,False,BOS,TOR,1,40,34,7,11,1,0,4,7,5,1,9,0,0,1,0,1,0,2,0.253,0.324,0.416,0.741,6,L,Y.Kikuchi,10,3,3,0,2,4,2,0,3.47,144,91,2.0,0.0,0,1,34,1,0,0,0,1,0,1,N.Pivetta
74,2024-06-18,False,BOS,TOR,1,40,38,4,12,3,0,1,4,2,0,9,0,0,0,0,1,2,0,0.254,0.325,0.417,0.742,9,R,C.Bassitt,7,3,2,1,2,7,0,0,3.45,144,102,3.0,0.0,1,0,35,3,0,0,0,0,1,0,T.Houck
75,2024-06-19,False,BOS,TOR,1,41,38,7,10,1,0,2,6,3,0,4,0,0,0,2,0,5,0,0.254,0.325,0.418,0.742,7,R,K.Gausman,10,3,3,0,2,10,0,2,3.45,125,88,0.0,0.0,1,0,36,2,0,0,0,0,0,1,B.Bello
76,2024-06-21,False,BOS,CIN,0,34,33,2,6,0,0,2,2,1,0,14,0,0,0,0,0,0,0,0.253,0.323,0.417,0.74,5,L,A.Abbott,7,5,3,2,4,8,3,1,3.44,114,72,4.0,2.0,0,0,31,1,0,0,0,0,2,1,K.Crawford
77,2024-06-22,False,BOS,CIN,1,36,34,4,9,3,0,1,4,1,0,6,0,0,1,0,1,1,0,0.253,0.323,0.417,0.74,5,R,F.Montas,11,3,3,0,1,8,2,0,3.44,167,113,3.0,0.0,1,1,37,0,0,0,0,0,0,0,N.Pivetta
78,2024-06-23,False,BOS,CIN,1,41,37,7,10,3,0,2,6,4,0,9,0,0,0,0,0,1,0,0.254,0.323,0.419,0.742,7,L,N.Lodolo,10,4,4,0,0,8,0,2,3.45,159,107,1.0,0.0,0,0,37,3,0,0,0,0,0,0,Z.Kelly
79,2024-06-24,True,BOS,TOR,1,37,34,7,12,2,0,2,7,2,1,4,1,0,0,0,1,0,1,0.255,0.324,0.421,0.745,6,R,C.Bassitt,9,6,5,1,1,10,1,1,3.47,133,93,1.0,1.0,0,1,34,1,0,0,0,0,0,1,T.Houck
80,2024-06-25,True,BOS,TOR,0,37,34,4,5,2,0,2,4,3,0,10,0,0,0,1,0,0,0,0.254,0.323,0.42,0.743,6,R,K.Gausman,11,9,9,0,4,10,1,1,3.54,149,94,0.0,0.0,0,0,37,3,0,0,0,0,1,1,B.Bello
82,2024-06-28,True,BOS,SDP,0,38,35,2,8,2,0,1,2,2,0,6,1,0,0,0,0,0,0,0.252,0.321,0.418,0.739,9,R,R.Vásquez,12,9,9,0,4,7,2,0,3.6,159,103,3.0,3.0,0,0,38,1,0,0,0,0,0,1,N.Pivetta
83,2024-06-29,True,BOS,SDP,0,34,31,1,6,2,0,1,1,2,0,11,1,0,0,0,2,0,0,0.251,0.32,0.418,0.738,6,R,M.King,16,11,9,2,3,8,4,0,3.66,163,112,0.0,0.0,0,0,44,2,0,0,0,0,1,0,T.Houck
84,2024-06-30,True,BOS,SDP,1,34,31,4,8,1,0,2,3,3,0,5,0,0,0,0,1,0,0,0.251,0.321,0.418,0.739,6,R,M.Waldron,8,1,1,0,0,4,0,1,3.63,112,75,1.0,0.0,0,0,32,2,0,0,1,0,0,2,J.Winckowski
85,2024-07-02,False,BOS,MIA,1,42,40,8,13,2,0,2,8,2,0,11,0,0,0,0,0,1,0,0.252,0.321,0.42,0.741,7,R,V.Bellozo,7,3,2,1,0,9,2,0,3.61,122,92,0.0,0.0,0,0,34,0,0,0,0,0,0,0,K.Crawford
86,2024-07-03,False,BOS,MIA,1,46,39,7,12,1,2,0,7,7,0,11,0,0,0,0,0,2,0,0.253,0.322,0.42,0.742,12,L,T.Rogers,9,2,1,1,1,9,0,0,3.58,131,87,2.0,0.0,0,0,34,1,0,0,0,1,0,1,B.Bello
87,2024-07-04,False,BOS,MIA,1,50,43,6,8,1,0,0,6,6,3,14,1,0,0,0,0,5,1,0.252,0.322,0.417,0.739,11,R,K.Tyler,8,5,3,2,6,15,1,0,3.56,181,124,2.0,2.0,1,1,41,1,1,2,0,1,0,0,N.Pivetta
88,2024-07-05,False,BOS,NYY,1,41,39,5,8,2,0,3,5,2,1,12,0,0,0,0,0,0,0,0.251,0.321,0.418,0.739,7,L,N.Cortés,6,3,1,2,5,6,0,0,3.53,136,78,3.0,1.0,0,0,36,0,0,0,0,0,0,1,T.Houck
89,2024-07-06,False,BOS,NYY,0,38,36,4,8,1,0,1,4,2,0,13,0,0,0,1,0,1,0,0.251,0.32,0.417,0.737,7,R,G.Cole,14,14,14,0,4,7,4,0,3.65,154,97,5.0,4.0,0,0,36,3,0,1,1,1,0,0,J.Winckowski
90,2024-07-07,False,BOS,NYY,1,33,32,3,6,1,0,3,3,1,0,13,0,0,0,0,0,0,1,0.25,0.319,0.418,0.737,3,R,L.Gil,4,0,0,0,1,6,0,0,3.61,97,70,0.0,0.0,0,0,29,2,0,0,0,0,0,1,K.Crawford
91,2024-07-09,True,BOS,OAK,1,45,35,12,13,4,1,2,12,5,0,10,3,0,2,0,0,0,0,0.252,0.321,0.421,0.742,9,R,J.Estes,13,9,9,0,4,15,2,0,3.67,172,120,0.0,0.0,2,0,38,1,0,0,0,1,0,1,B.Bello
92,2024-07-10,True,BOS,OAK,0,38,35,2,8,1,0,1,2,3,0,12,0,0,0,1,0,1,0,0.252,0.321,0.42,0.741,9,L,J.Sears,8,5,5,0,3,11,0,0,3.68,143,92,1.0,0.0,3,0,34,3,0,0,0,1,0,0,N.Pivetta
93,2024-07-11,True,BOS,OAK,1,34,32,7,10,2,0,3,7,2,0,13,0,0,0,0,1,0,1,0.252,0.321,0.423,0.744,3,R,L.Medina,4,0,0,0,3,11,0,1,3.64,142,92,0.0,0.0,1,0,30,0,0,0,0,0,0,1,T.Houck
94,2024-07-12,True,BOS,KCR,0,33,31,1,5,2,0,0,1,2,0,10,0,0,0,0,1,0,0,0.251,0.32,0.421,0.741,5,L,C.Ragans,10,6,6,0,2,2,2,1,3.67,139,94,0.0,0.0,0,0,33,1,0,0,1,2,0,0,C.Criswell
95,2024-07-13,True,BOS,KCR,1,35,34,5,12,3,0,1,5,1,0,10,0,0,0,0,1,0,1,0.252,0.321,0.422,0.742,6,R,S.Lugo,5,0,0,0,1,6,0,1,3.63,120,94,1.0,0.0,0,0,31,1,0,0,0,0,0,1,K.Crawford
96,2024-07-14,True,BOS,KCR,1,38,36,5,14,3,0,2,5,2,0,8,0,0,0,0,1,0,1,0.254,0.322,0.424,0.746,9,R,B.Singer,9,4,4,0,2,7,2,0,3.63,126,90,1.0,0.0,0,0,34,0,0,0,0,0,0,0,B.Bello
97,2024-07-19,False,BOS,LAD,0,34,34,1,9,2,0,1,1,0,0,9,0,0,0,0,1,1,0,0.254,0.321,0.424,0.745,6,R,G.Stone,4,4,4,0,4,10,1,0,3.64,130,88,1.0,1.0,0,0,28,2,0,1,0,0,0,0,N.Pivetta
98,2024-07-20,False,BOS,LAD,0,46,40,6,10,4,0,2,6,5,1,12,1,0,0,0,2,1,0,0.254,0.322,0.425,0.746,9,L,J.Wrobleski,12,7,5,2,6,12,2,0,3.65,172,110,0.0,0.0,0,0,39,4,0,2,1,1,0,1,B.Bello
99,2024-07-21,False,BOS,LAD,0,43,36,6,9,3,0,1,6,6,0,14,1,0,0,1,1,3,0,0.254,0.322,0.425,0.747,10,L,J.Paxton,10,9,9,0,1,5,6,0,3.71,128,83,0.0,0.0,1,0,34,2,0,0,0,0,0,0,K.Crawford
100,2024-07-22,False,BOS,COL,0,48,45,8,13,3,1,2,8,1,0,8,1,0,1,0,3,0,0,0.254,0.322,0.426,0.748,7,L,A.Gomber,15,9,7,2,7,7,2,0,3.73,176,115,3.0,1.0,1,1,48,3,0,4,1,0,0,0,T.Houck
101,2024-07-23,False,BOS,COL,1,44,37,6,11,4,0,2,6,6,0,6,1,0,0,0,0,1,0,0.255,0.323,0.428,0.751,11,L,T.Blach,7,0,0,0,1,7,0,0,3.69,129,88,0.0,0.0,0,0,31,2,0,0,0,0,0,3,C.Criswell
102,2024-07-24,False,BOS,COL,0,38,35,7,11,3,1,1,6,2,0,6,0,0,1,1,2,0,1,0.255,0.323,0.429,0.752,4,R,C.Quantrill,21,20,14,6,2,10,4,1,3.8,197,131,1.0,0.0,0,0,45,4,0,0,0,2,1,0,N.Pivetta
103,2024-07-26,True,BOS,NYY,1,44,36,9,14,5,0,1,9,5,0,12,1,0,2,0,0,2,0,0.257,0.325,0.431,0.755,11,L,N.Cortés,13,7,6,1,3,6,3,0,3.82,154,95,4.0,2.0,1,0,39,2,0,0,0,1,1,1,B.Bello
104,2024-07-27,True,BOS,NYY,0,48,42,8,13,4,0,3,8,5,0,9,1,0,0,1,1,2,0,0.257,0.325,0.433,0.758,11,R,M.Stroman,16,11,10,1,5,8,3,0,3.87,188,115,6.0,2.0,0,0,44,6,0,0,0,2,1,0,K.Crawford
105,2024-07-28,True,BOS,NYY,0,37,35,2,7,0,1,2,2,2,0,11,0,0,0,1,0,0,0,0.257,0.325,0.433,0.758,8,L,C.Rodón,10,8,6,2,7,5,0,0,3.89,174,97,2.0,1.0,1,0,35,5,0,0,0,3,2,0,T.Houck
106,2024-07-29,True,BOS,SEA,1,41,40,14,16,8,0,3,13,1,0,9,0,0,0,1,0,1,1,0.258,0.326,0.437,0.763,3,R,L.Gilbert,10,7,7,0,2,13,2,0,3.92,152,98,2.0,0.0,0,0,36,2,0,0,0,1,1,1,N.Pivetta
107,2024-07-30,True,BOS,SEA,0,41,38,6,11,4,0,1,6,1,0,8,2,0,0,0,0,0,0,0.259,0.326,0.437,0.763,8,R,L.Castillo,10,10,5,5,3,6,1,2,3.93,149,93,5.0,3.0,2,0,38,3,0,0,0,0,0,0,J.Paxton
108,2024-07-31,True,BOS,SEA,1,40,37,3,10,3,0,0,2,3,0,7,0,0,0,1,0,0,0,0.259,0.326,0.437,0.762,11,R,G.Kirby,7,2,2,0,5,10,1,3,3.91,154,90,2.0,0.0,2,0,36,1,0,0,0,0,0,1,B.Bello
109,2024-08-02,False,BOS,TEX,1,44,39,11,16,2,1,3,11,3,0,6,1,0,1,0,2,1,0,0.26,0.327,0.44,0.767,6,R,J.Ureña,8,6,6,0,1,8,4,0,3.93,135,95,3.0,1.0,0,0,34,1,0,0,0,1,0,0,K.Crawford
110,2024-08-03,False,BOS,TEX,0,41,38,4,11,2,0,2,4,3,0,12,0,0,0,0,0,3,0,0.261,0.327,0.44,0.768,10,L,C.Bradford,13,7,7,0,4,7,2,0,3.96,132,90,2.0,1.0,0,0,35,1,0,1,0,0,0,1,T.Houck
